#[tʃ],0.9583333333333334
sx,0.95
x[ts],1.0
#ʃ,0.9605263157894737
lɲ,1.0
mr,1.0
xr,0.75
#[dʒ],1.0
bz,1.0
dʑ,0.875
sr,1.0
ʃv,1.0
ɕ#,0.3611111111111111
#g,0.84375
#ɟ,1.0
tv,1.0
gz,1.0
ʒw,1.0
ʒb,0.75
zr,1.0
#w,0.9166666666666666
mʒ,1.0
zm,1.0
gl,1.0
ɕm,0.75
s[ts],1.0
[ts]z,1.0
[dʒ][dʒ],1.0
ʃ#,0.875
vk,1.0
px,1.0
br,1.0
sw,1.0
r#,1.0
rg,1.0
dz,1.0
ʑd,1.0
gw,1.0
k#,0.9583333333333334
vɲ,1.0
pl,1.0
#f,0.5892857142857143
dr,1.0
ʒ#,0.7083333333333334
ʃ[tʃ],1.0
#ɕ,0.8888888888888888
#ʑ,0.9583333333333334
dm,1.0
ks,1.0
vm,1.0
ss,1.0
rd,1.0
vw,1.0
kʃ,1.0
pt,1.0
lʒ,1.0
#d,0.9722222222222222
lv,1.0
mg,1.0
vʒ,0.75
mɲ,1.0
gm,1.0
dw,1.0
gɲ,1.0
#k,0.85
z#,1.0
kw,1.0
vb,1.0
ʒm,0.75
#t,0.78125
sv,1.0
ʑl,1.0
xɲ,1.0
zw,1.0
sl,1.0
ps,1.0
#v,0.9166666666666666
wg,1.0
tl,1.0
pɲ,1.0
x#,0.75
vn,1.0
zd,0.9375
b#,0.9166666666666666
ln,1.0
kv,1.0
#p,0.9305555555555556
st,0.75
bw,1.0
xw,1.0
bl,1.0
ɕl,1.0
m#,0.8214285714285714
g#,1.0
vd,0.875
mɟ,1.0
#ʒ,1.0
dl,1.0
kr,1.0
zʃ,1.0
#[ts],0.8055555555555556
pj,0.75
db,1.0
[tʃ]#,0.875
pʃ,1.0
zj,1.0
vs,0.9166666666666666
rʒ,1.0
[ts]#,0.75
mw,1.0
ʑ#,0.5357142857142857
dv,1.0
[ts]m,1.0
f#,0.625
ʃm,1.0
ɕr,1.0
zʒ,1.0
lg,1.0
[tʃ][tʃ],1.0
ʃp,0.8333333333333334
#z,0.9732142857142857
gj,0.375
lɕ,1.0
sm,0.8333333333333334
pn,1.0
ɕp,1.0
xv,1.0
zg,0.9166666666666666
zn,1.0
zz,1.0
fr,1.0
t#,0.875
ʑv,1.0
gʒ,0.75
fl,1.0
zv,1.0
v[tʃ],1.0
wz,1.0
vj,0.75
ʒɲ,1.0
w#,1.0
mk,1.0
mʃ,1.0
n#,1.0
v#,1.0
d#,1.0
gv,1.0
zb,1.0
mj,0.75
dj,0.875
mn,1.0
p#,0.875
ml,1.0
tr,1.0
rt,0.75
j#,0.6
#r,0.8333333333333334
sp,0.9
tk,1.0
[ts]w,1.0
vg,1.0
kt,0.5
xl,1.0
vz,1.0
s#,0.7
pr,1.0
ɕv,1.0
[ts]l,1.0
gn,1.0
mx,1.0
vr,1.0
ʃr,1.0
#n,1.0
rv,1.0
[ts]v,1.0
#ɲ,1.0
vl,1.0
sf,0.5
vv,0.5
ʃl,1.0
zɲ,1.0
ʃw,1.0
xm,1.0
[tʃ][ts],0.75
#m,0.9833333333333333
l#,1.0
gd,0.875
tw,1.0
ɕɲ,1.0
tx,1.0
#x,0.7666666666666667
kl,1.0
sk,0.9166666666666666
[tʃ]v,1.0
#s,0.8928571428571429
km,1.0
zl,1.0
#j,0.75
vp,1.0
ʑb,1.0
kn,1.0
#l,0.9444444444444444
ʃk,1.0
sn,0.75
vt,1.0
ʃt,0.75
ɲ#,1.0
[tʃ]k,1.0
ft,0.3333333333333333
dɲ,1.0
#b,0.8888888888888888
pw,0.875
xn,1.0
